model_id,provider,repo_name,canonical_model_key,family,base_hint,unaligned,is_packaged,packaging_detected,quant_detected,created_at,last_modified,license,downloads,likes
mlx-community/Llama-3.2-3B-Instruct-uncensored-6bit,mlx-community,Llama-3.2-3B-Instruct-uncensored-6bit,llama-3-2-3b-instruct-uncensored,llama,chuanli11/llama-3.2-3b-instruct-uncensored,True,,safetensors,,2025-04-23 12:58:58+00:00,2025-04-23 13:01:18+00:00,,2037,3
mradermacher/Qwen3-18B-A3B-Stranger-Thoughts-IPONDER-Abliterated-Uncensored-i1-GGUF,mradermacher,Qwen3-18B-A3B-Stranger-Thoughts-IPONDER-Abliterated-Uncensored-i1-GGUF,qwen3-18b-a3b-stranger-thoughts-iponder-abliterated-uncensored,qwen,davidau/qwen3-18b-a3b-stranger-thoughts-iponder-abliterated-uncensored,True,,gguf,"imatrix,iq1_m,iq1_s,iq2_m,iq2_s,iq2_xs,iq2_xxs,iq3_m,iq3_s,iq3_xs,iq3_xxs,iq4_nl,iq4_xs,q2_k,q2_k_s,q3_k_l,q3_k_m,q3_k_s,q4_0,q4_1,q4_k_m,q4_k_s,q5_k_m,q5_k_s,q6_k",2025-06-22 18:00:41+00:00,2025-07-11 00:36:41+00:00,,2026,1
mradermacher/Llama-3.2-3B-Instruct-uncensored-GGUF,mradermacher,Llama-3.2-3B-Instruct-uncensored-GGUF,llama-3-2-3b-instruct-uncensored,llama,chuanli11/llama-3.2-3b-instruct-uncensored,True,,gguf,"iq3_m,iq3_s,iq3_xs,iq4_xs,q2_k,q3_k_l,q3_k_m,q3_k_s,q4_k_m,q4_k_s,q5_k_m,q5_k_s,q6_k,q8_0",2024-09-27 23:02:40+00:00,2024-09-28 07:06:19+00:00,,1987,45
second-state/Wizard-Vicuna-13B-Uncensored-GGUF,second-state,Wizard-Vicuna-13B-Uncensored-GGUF,wizard-vicuna-13b-uncensored,wizard,ehartford/wizard-vicuna-13b-uncensored,True,,gguf,"q2_k,q3_k_l,q3_k_m,q3_k_s,q4_0,q4_k_m,q4_k_s,q5_0,q5_k_m,q5_k_s,q6_k,q8_0",2023-10-26 06:53:43+00:00,2024-03-20 07:19:01+00:00,,1957,15
DavidAU/Qwen3-The-Xiaolong-Josiefied-Omega-Directive-22B-uncensored-abliterated-GGUF,DavidAU,Qwen3-The-Xiaolong-Josiefied-Omega-Directive-22B-uncensored-abliterated-GGUF,qwen3-the-xiaolong-josiefied-omega-directive-22b-uncensored-abliterated,qwen,['davidau/qwen3-the-xiaolong-josiefied-omega-directive-22b-uncensored-abliterated'],True,,gguf,"iq4_xs,q2_k,q3_k_l,q3_k_m,q3_k_s,q4_k_m,q4_k_s,q5_k_m,q5_k_s,q6_k,q8_0",2025-06-06 06:21:47+00:00,2025-06-16 05:08:40+00:00,,1912,10
mradermacher/DeepSeek-R1-Distill-Llama-70B-Uncensored-v2-Unbiased-Reasoner-i1-GGUF,mradermacher,DeepSeek-R1-Distill-Llama-70B-Uncensored-v2-Unbiased-Reasoner-i1-GGUF,deepseek-r1-distill-llama-70b-uncensored-v2-unbiased-reasoner,llama,nicoboss/deepseek-r1-distill-llama-70b-uncensored-v2-unbiased-reasoner,True,,gguf,"imatrix,iq1_m,iq1_s,iq2_m,iq2_s,iq2_xs,iq2_xxs,iq3_m,iq3_s,iq3_xs,iq3_xxs,iq4_xs,q2_k,q2_k_s,q3_k_l,q3_k_m,q3_k_s,q4_0,q4_1,q4_k_m,q4_k_s,q5_k_m,q5_k_s,q6_k",2025-02-16 22:03:59+00:00,2025-02-17 03:19:37+00:00,,1907,3
mradermacher/DeepSeek-V2-Lite-Chat-Uncensored-Unbiased-Reasoner-GGUF,mradermacher,DeepSeek-V2-Lite-Chat-Uncensored-Unbiased-Reasoner-GGUF,deepseek-v2-lite-chat-uncensored-unbiased-reasoner,deepseek,nicoboss/deepseek-v2-lite-chat-uncensored-unbiased-reasoner,True,,gguf,"iq4_xs,q2_k,q3_k_l,q3_k_m,q3_k_s,q4_k_m,q4_k_s,q5_k_m,q5_k_s,q6_k,q8_0",2025-04-30 20:09:27+00:00,2025-07-11 04:06:06+00:00,,1904,10
DavidAU/Llama-3.2-8X3B-GATED-MOE-Horror-Reasoning-Dark-Champion-uncensored-18.4B-IMAT-GGUF,DavidAU,Llama-3.2-8X3B-GATED-MOE-Horror-Reasoning-Dark-Champion-uncensored-18.4B-IMAT-GGUF,llama-3-2-8x3b-gated-moe-reasoning-dark-champion-instruct-uncensored-abliterated-18-4b,llama,['davidau/llama-3.2-8x3b-gated-moe-reasoning-dark-champion-instruct-uncensored-abliterated-18.4b'],True,,gguf,"imatrix,iq2_m,iq2_xs,iq2_xxs,iq3_m,iq3_s,iq3_xs,iq3_xxs,iq4_xs,q2_k,q2_k_s,q3_k_l,q3_k_m,q3_k_s,q4_0,q4_k_m,q4_k_s,q5_k_m,q5_k_s,q6_k",2025-05-20 00:44:41+00:00,2025-05-28 01:43:12+00:00,,1844,1
mradermacher/Qwen3-22B-A3B-The-Harley-Quinn-PUDDIN-Abliterated-Uncensored-i1-GGUF,mradermacher,Qwen3-22B-A3B-The-Harley-Quinn-PUDDIN-Abliterated-Uncensored-i1-GGUF,qwen3-22b-a3b-the-harley-quinn-puddin-abliterated-uncensored,qwen,davidau/qwen3-22b-a3b-the-harley-quinn-puddin-abliterated-uncensored,True,,gguf,"imatrix,iq2_m,iq3_m,iq3_s,iq3_xs,iq3_xxs,iq4_xs,q2_k,q2_k_s,q3_k_l,q3_k_m,q3_k_s,q4_0,q4_1,q4_k_m,q4_k_s,q5_k_m,q5_k_s,q6_k",2025-06-19 21:15:02+00:00,2025-07-11 00:44:50+00:00,,1810,3
mradermacher/Qwen3-32B-Uncensored-i1-GGUF,mradermacher,Qwen3-32B-Uncensored-i1-GGUF,qwen3-32b-uncensored,qwen,nicoboss/qwen3-32b-uncensored,True,,gguf,"imatrix,iq1_m,iq1_s,iq2_m,iq2_s,iq2_xs,iq2_xxs,iq3_m,iq3_s,iq3_xs,iq3_xxs,iq4_xs,q2_k,q2_k_s,q3_k_l,q3_k_m,q3_k_s,q4_0,q4_1,q4_k_m,q4_k_s,q5_k_m,q5_k_s,q6_k",2025-05-02 23:34:19+00:00,2025-07-11 03:54:52+00:00,,1804,16
TheBloke/llama2_70b_chat_uncensored-GGUF,TheBloke,llama2_70b_chat_uncensored-GGUF,llama2-70b-chat-uncensored,llama,jarradh/llama2_70b_chat_uncensored,True,,gguf,"q2_k,q3_k_l,q3_k_m,q3_k_s,q4_0,q4_k_m,q4_k_s,q5_0,q5_k_m,q5_k_s,q6_k,q8_0",2023-09-06 20:04:11+00:00,2023-09-27 12:48:20+00:00,,1800,46
mradermacher/Gemma-3-4b-it-Uncensored-DBL-X-GGUF,mradermacher,Gemma-3-4b-it-Uncensored-DBL-X-GGUF,gemma-3-4b-it-uncensored-dbl-x,gemma,davidau/gemma-3-4b-it-uncensored-dbl-x,True,,gguf,"iq4_xs,q2_k,q3_k_l,q3_k_m,q3_k_s,q4_k_m,q4_k_s,q5_k_m,q5_k_s,q6_k,q8_0",2025-03-19 08:31:51+00:00,2025-07-11 08:44:05+00:00,,1785,3
Mantis2024/Dirty-Muse-Writer-v01-Uncensored-Erotica-NSFW,Mantis2024,Dirty-Muse-Writer-v01-Uncensored-Erotica-NSFW,gemma-2-9b-it-abliterated,darkest,"['mantis2024/dirty-shirley-writer-v2-9b-uncensored', 'ilyagusev/gemma-2-9b-it-abliterated', 'nerdigent/darkest-muse-v1-lorablated-v2']",True,,safetensors,,2025-03-13 00:30:12+00:00,2025-03-13 00:34:37+00:00,,1774,14
DavidAU/Llama-3.2-8X3B-GATED-MOE-Reasoning-Dark-Champion-Instruct-uncensored-abliterated-18.4B-GGUF,DavidAU,Llama-3.2-8X3B-GATED-MOE-Reasoning-Dark-Champion-Instruct-uncensored-abliterated-18.4B-GGUF,llama-3-2-8x3b-gated-moe-reasoning-dark-champion-instruct-uncensored-abliterated-18-4b,llama,['davidau/llama-3.2-8x3b-gated-moe-reasoning-dark-champion-instruct-uncensored-abliterated-18.4b'],True,,gguf,"iq4_xs,q2_k,q3_k_l,q3_k_m,q3_k_s,q4_k_m,q4_k_s,q5_k_m,q5_k_s,q6_k,q8_0",2025-05-15 08:03:35+00:00,2025-05-28 01:42:35+00:00,,1765,7
TheBloke/llama2_7b_chat_uncensored-GGUF,TheBloke,llama2_7b_chat_uncensored-GGUF,llama2-7b-chat-uncensored,llama,georgesung/llama2_7b_chat_uncensored,True,,gguf,"q2_k,q3_k_l,q3_k_m,q3_k_s,q4_0,q4_k_m,q4_k_s,q5_0,q5_k_m,q5_k_s,q6_k,q8_0",2023-09-18 07:29:20+00:00,2023-09-27 12:49:40+00:00,,1739,32
mradermacher/DeepSeek-R1-Distill-Qwen-14B-Uncensored-i1-GGUF,mradermacher,DeepSeek-R1-Distill-Qwen-14B-Uncensored-i1-GGUF,deepseek-r1-distill-qwen-14b-uncensored,qwen,nicoboss/deepseek-r1-distill-qwen-14b-uncensored,True,,gguf,"imatrix,iq1_m,iq1_s,iq2_m,iq2_s,iq2_xs,iq2_xxs,iq3_m,iq3_s,iq3_xs,iq3_xxs,iq4_nl,iq4_xs,q2_k,q2_k_s,q3_k_l,q3_k_m,q3_k_s,q4_0,q4_1,q4_k_m,q4_k_s,q5_k_m,q5_k_s,q6_k",2025-01-25 02:15:01+00:00,2025-01-25 03:57:25+00:00,,1724,26
mradermacher/DeepSeek-R1-Distill-Qwen-14B-ORPO-Uncensored-i1-GGUF,mradermacher,DeepSeek-R1-Distill-Qwen-14B-ORPO-Uncensored-i1-GGUF,deepseek-r1-distill-qwen-14b-orpo-uncensored,qwen,braindao/deepseek-r1-distill-qwen-14b-orpo-uncensored,True,,gguf,"imatrix,iq1_m,iq1_s,iq2_m,iq2_s,iq2_xs,iq2_xxs,iq3_m,iq3_s,iq3_xs,iq3_xxs,iq4_nl,iq4_xs,q2_k,q2_k_s,q3_k_l,q3_k_m,q3_k_s,q4_0,q4_1,q4_k_m,q4_k_s,q5_k_m,q5_k_s,q6_k",2025-03-14 18:56:20+00:00,2025-07-11 09:38:56+00:00,,1713,
mradermacher/llama3.2_1b_2025_uncensored_v2-GGUF,mradermacher,llama3.2_1b_2025_uncensored_v2-GGUF,llama3-2-1b-2025-uncensored-v2,llama,carsenk/llama3.2_1b_2025_uncensored_v2,True,,gguf,"iq4_xs,q2_k,q3_k_l,q3_k_m,q3_k_s,q4_k_m,q4_k_s,q5_k_m,q5_k_s,q6_k,q8_0",2025-03-18 23:51:13+00:00,2025-07-11 08:47:42+00:00,,1677,
nidum/Nidum-Gemma-2B-Uncensored-GGUF,nidum,Nidum-Gemma-2B-Uncensored-GGUF,gemma-2-2b-it,gemma,google/gemma-2-2b-it,True,,gguf,"q2_k,q4_k_m,q8_0",2024-08-05 14:05:44+00:00,2024-11-19 11:14:00+00:00,,1669,15
mradermacher/Llama-3.2-3B-Fluxed-uncensored-GGUF,mradermacher,Llama-3.2-3B-Fluxed-uncensored-GGUF,llama-3-2-3b-fluxed-uncensored,llama,vincentgourbin/llama-3.2-3b-fluxed-uncensored,True,,gguf,"iq4_xs,q2_k,q3_k_l,q3_k_m,q3_k_s,q4_k_m,q4_k_s,q5_k_m,q5_k_s,q6_k,q8_0",2025-03-13 09:02:33+00:00,2025-07-11 10:01:34+00:00,,1661,1
TheBloke/WizardLM-7B-uncensored-GPTQ,TheBloke,WizardLM-7B-uncensored-GPTQ,wizardlm-7b-uncensored,wizardlm,ehartford/wizardlm-7b-uncensored,True,,safetensors,"4-bit,gptq",2023-05-05 08:09:36+00:00,2023-10-26 09:39:38+00:00,,1622,195
mradermacher/Mol-Llama-3.2-3B-Instruct-Uncensored-GGUF,mradermacher,Mol-Llama-3.2-3B-Instruct-Uncensored-GGUF,mol-llama-3-2-3b-instruct-uncensored,llama,wesley7137/mol-llama-3.2-3b-instruct-uncensored,True,,gguf,"iq4_xs,q2_k,q3_k_l,q3_k_m,q3_k_s,q4_k_m,q4_k_s,q5_k_m,q5_k_s,q6_k,q8_0",2025-03-13 13:06:09+00:00,2025-07-11 09:56:01+00:00,,1608,
mradermacher/llama3.2-1b-Uncensored-GGUF,mradermacher,llama3.2-1b-Uncensored-GGUF,llama3-2-1b-uncensored,llama,nztinversive/llama3.2-1b-uncensored,True,,gguf,"iq4_xs,q2_k,q3_k_l,q3_k_m,q3_k_s,q4_k_m,q4_k_s,q5_k_m,q5_k_s,q6_k,q8_0",2025-03-19 07:14:33+00:00,2025-07-11 08:45:09+00:00,,1587,
mradermacher/Mol-Llama-3.2-3B-Instruct-Uncensored-v2-GGUF,mradermacher,Mol-Llama-3.2-3B-Instruct-Uncensored-v2-GGUF,mol-llama-3-2-3b-instruct-uncensored-v2,llama,wesley7137/mol-llama-3.2-3b-instruct-uncensored-v2,True,,gguf,"iq4_xs,q2_k,q3_k_l,q3_k_m,q3_k_s,q4_k_m,q4_k_s,q5_k_m,q5_k_s,q6_k,q8_0",2025-03-14 15:13:21+00:00,2025-07-11 09:43:32+00:00,,1586,
mradermacher/DeepSeek-R1-Distill-Qwen-1.5B-Fully-Uncensored-GGUF,mradermacher,DeepSeek-R1-Distill-Qwen-1.5B-Fully-Uncensored-GGUF,deepseek-r1-distill-qwen-1-5b-fully-uncensored,qwen,nicoboss/deepseek-r1-distill-qwen-1.5b-fully-uncensored,True,,gguf,"iq4_xs,q2_k,q3_k_l,q3_k_m,q3_k_s,q4_k_m,q4_k_s,q5_k_m,q5_k_s,q6_k,q8_0",2025-01-25 00:54:24+00:00,2025-01-25 01:10:02+00:00,,1570,4
Triangle104/Qwen3-18B-A3B-Stranger-Thoughts-IPONDER-Abliterated-Uncensored-Q3_K_S-GGUF,Triangle104,Qwen3-18B-A3B-Stranger-Thoughts-IPONDER-Abliterated-Uncensored-Q3_K_S-GGUF,qwen3-18b-a3b-stranger-thoughts-iponder-abliterated-uncensored,qwen,davidau/qwen3-18b-a3b-stranger-thoughts-iponder-abliterated-uncensored,True,,gguf,q3_k_s,2025-06-23 09:22:38+00:00,2025-06-23 09:23:10+00:00,,1563,
TheBloke/WizardLM-1.0-Uncensored-CodeLlama-34B-GGUF,TheBloke,WizardLM-1.0-Uncensored-CodeLlama-34B-GGUF,wizardlm-1-0-uncensored-codellama-34b,llama,ehartford/wizardlm-1.0-uncensored-codellama-34b,True,,gguf,"q2_k,q3_k_l,q3_k_m,q3_k_s,q4_0,q4_k_m,q4_k_s,q5_0,q5_k_m,q5_k_s,q6_k,q8_0",2023-09-05 19:45:34+00:00,2023-09-27 12:47:53+00:00,,1543,25
TheCluster/gemma-3-27b-it-uncensored-mlx-4bit,TheCluster,gemma-3-27b-it-uncensored-mlx-4bit,gemma-3-27b-it,gemma,"['google/gemma-3-27b-it', 'nidum/nidum-gemma-3-27b-it-uncensored']",True,,safetensors,4bit,2025-03-21 03:56:38+00:00,2025-04-16 15:24:28+00:00,,1519,3
hungng/Llama-3.2-uncensored-erotica,hungng,Llama-3.2-uncensored-erotica,llama-3-2-3b-instruct-uncensored,llama,chuanli11/llama-3.2-3b-instruct-uncensored,True,,gguf,,2024-11-11 09:31:38+00:00,2024-11-11 09:33:02+00:00,,1518,5
mitkox/gemma-2b-dpo-uncensored-4bit,mitkox,gemma-2b-dpo-uncensored-4bit,gemma-2b-it,gemma,google/gemma-2b-it,True,,safetensors,4bit,2024-02-22 09:16:16+00:00,2024-02-22 09:24:30+00:00,,1515,6
mradermacher/DeepSeek-R1-Distill-Qwen-32B-Uncensored-i1-GGUF,mradermacher,DeepSeek-R1-Distill-Qwen-32B-Uncensored-i1-GGUF,deepseek-r1-distill-qwen-32b-uncensored,qwen,nicoboss/deepseek-r1-distill-qwen-32b-uncensored,True,,gguf,"imatrix,iq1_m,iq1_s,iq2_m,iq2_s,iq2_xs,iq2_xxs,iq3_m,iq3_s,iq3_xs,iq3_xxs,iq4_xs,q2_k,q2_k_s,q3_k_l,q3_k_m,q3_k_s,q4_0,q4_1,q4_k_m,q4_k_s,q5_k_m,q5_k_s,q6_k",2025-01-26 04:12:55+00:00,2025-01-26 08:50:09+00:00,,1488,12
solidrust/Llama-3-8B-Lexi-Uncensored-AWQ,solidrust,Llama-3-8B-Lexi-Uncensored-AWQ,llama-3-8b-lexi-uncensored,llama,orenguteng/llama-3-8b-lexi-uncensored,True,,safetensors,"4-bit,awq",2024-04-25 21:41:10+00:00,2024-09-03 08:11:28+00:00,,1467,3
mradermacher/UNCENSORED-Fusetrix-Dolphin-3.2-1B-GRPO_Creative_RP-GGUF,mradermacher,UNCENSORED-Fusetrix-Dolphin-3.2-1B-GRPO_Creative_RP-GGUF,fusetrix-dolphin-3-2-1b-grpo-creative-rp,phi,novaciano/fusetrix-dolphin-3.2-1b-grpo_creative_rp,True,,gguf,"iq4_xs,q2_k,q3_k_l,q3_k_m,q3_k_s,q4_k_m,q4_k_s,q5_k_m,q5_k_s,q6_k,q8_0",2025-03-04 07:44:05+00:00,2025-03-11 14:58:07+00:00,,1455,1
mradermacher/DeepSeek-R1-Distill-Qwen-7B-Uncensored-GGUF,mradermacher,DeepSeek-R1-Distill-Qwen-7B-Uncensored-GGUF,deepseek-r1-distill-qwen-7b-uncensored,qwen,nicoboss/deepseek-r1-distill-qwen-7b-uncensored,True,,gguf,"iq4_xs,q2_k,q3_k_l,q3_k_m,q3_k_s,q4_k_m,q4_k_s,q5_k_m,q5_k_s,q6_k,q8_0",2025-01-21 20:52:26+00:00,2025-01-21 21:17:18+00:00,,1427,13
carsenk/llama3.2_1b_2025_uncensored_v2,carsenk,llama3.2_1b_2025_uncensored_v2,llama-3-2-1b,llama,meta-llama/llama-3.2-1b,True,,"gguf,safetensors","bf16,q8_0",2025-01-17 01:43:48+00:00,2025-01-17 07:28:05+00:00,,1423,6
Eric1227/Llama-3.2-8X4B-MOE-V2-Dark-Champion-Instruct-uncensored-abliterated-21B_MLX_8bit,Eric1227,Llama-3.2-8X4B-MOE-V2-Dark-Champion-Instruct-uncensored-abliterated-21B_MLX_8bit,l3-2-8x4b-moe-v2-dark-champion-inst-21b-uncen-ablit,l3.2,davidau/l3.2-8x4b-moe-v2-dark-champion-inst-21b-uncen-ablit,True,,safetensors,8-bit,2025-05-26 01:27:50+00:00,2025-05-26 01:32:43+00:00,,1417,
mradermacher/Qwen2.5-7B-Instruct-Uncensored-GGUF,mradermacher,Qwen2.5-7B-Instruct-Uncensored-GGUF,qwen2-5-7b-instruct-uncensored,qwen,orion-zhen/qwen2.5-7b-instruct-uncensored,True,,gguf,"iq4_xs,q2_k,q3_k_l,q3_k_m,q3_k_s,q4_k_m,q4_k_s,q5_k_m,q5_k_s,q6_k,q8_0",2024-10-11 18:14:11+00:00,2025-04-28 12:12:33+00:00,,1374,30
mradermacher/DeepSeek-R1-Distill-Qwen-1.5B-uncensored-GGUF,mradermacher,DeepSeek-R1-Distill-Qwen-1.5B-uncensored-GGUF,deepseek-r1-distill-qwen-1-5b-uncensored,qwen,thirdeyeai/deepseek-r1-distill-qwen-1.5b-uncensored,True,,gguf,"iq4_xs,q2_k,q3_k_l,q3_k_m,q3_k_s,q4_k_m,q4_k_s,q5_k_m,q5_k_s,q6_k,q8_0",2025-01-23 15:20:59+00:00,2025-01-25 07:16:58+00:00,,1369,13
DavidAU/Qwen3-8B-64k-Context-2X-Josiefied-Uncensored,DavidAU,Qwen3-8B-64k-Context-2X-Josiefied-Uncensored,josiefied-qwen3-8b-abliterated-v1,qwen,['goekdeniz-guelmez/josiefied-qwen3-8b-abliterated-v1'],True,,safetensors,,2025-05-06 05:40:45+00:00,2025-05-07 07:18:23+00:00,,1362,3
Goraint/Qwen3-8b-192k-Context-6X-Josiefied-Uncensored-MLX-AWQ-4bit,Goraint,Qwen3-8b-192k-Context-6X-Josiefied-Uncensored-MLX-AWQ-4bit,qwen3-8b-192k-context-6x-josiefied-uncensored,qwen,"['qwen/qwen3-8b', 'davidau/qwen3-8b-192k-context-6x-josiefied-uncensored']",True,,safetensors,"4bit,awq",2025-05-15 20:24:30+00:00,2025-05-22 02:37:02+00:00,,1356,1
second-state/WizardLM-13B-V1.0-Uncensored-GGUF,second-state,WizardLM-13B-V1.0-Uncensored-GGUF,wizardlm-13b-v1-0-uncensored,wizardlm,ehartford/wizardlm-13b-v1.0-uncensored,True,,gguf,"q2_k,q3_k_l,q3_k_m,q3_k_s,q4_0,q4_k_m,q4_k_s,q5_0,q5_k_m,q5_k_s,q6_k,q8_0",2023-11-20 04:48:58+00:00,2024-03-20 07:20:07+00:00,,1345,2
mradermacher/DeepSeek-R1-Distill-Qwen-7B-Uncensored-Personality-BR-GGUF,mradermacher,DeepSeek-R1-Distill-Qwen-7B-Uncensored-Personality-BR-GGUF,deepseek-r1-distill-qwen-7b-uncensored-personality-br,qwen,phanzor/deepseek-r1-distill-qwen-7b-uncensored-personality-br,True,,gguf,"iq4_xs,q2_k,q3_k_l,q3_k_m,q3_k_s,q4_k_m,q4_k_s,q5_k_m,q5_k_s,q6_k,q8_0",2025-03-14 01:24:49+00:00,2025-07-11 09:53:12+00:00,,1342,
nidum/Nidum-Llama-3.2-3B-Uncensored-GGUF,nidum,Nidum-Llama-3.2-3B-Uncensored-GGUF,llama-3-2-3b,llama,"['nidum/nidum-llama-3.2-3b-uncensored', 'meta-llama/llama-3.2-3b']",True,,gguf,"q2_k,q3_k_l,q3_k_m,q3_k_s,q4_k_m,q4_k_s,q5_k_m,q5_k_s,q6_k",2024-12-05 04:55:35+00:00,2024-12-17 09:21:37+00:00,,1339,16
carsenk/llama3.2_3b_122824_uncensored,carsenk,llama3.2_3b_122824_uncensored,llama-3-2-3b,llama,meta-llama/llama-3.2-3b,True,,"gguf,safetensors",q8_0,2024-12-29 04:25:21+00:00,2024-12-31 15:13:19+00:00,,1327,2
themex1380/Gemma-2-9B-Chinese-Chat-Uncensored,themex1380,Gemma-2-9B-Chinese-Chat-Uncensored,gemma-2-9b-chinese-chat,gemma,shenzhi-wang/gemma-2-9b-chinese-chat,True,,"gguf,safetensors","bf16,q4_k_m,q8_0",2024-12-12 08:56:11+00:00,2024-12-12 09:00:38+00:00,,1325,1
TheBloke/WizardLM-30B-Uncensored-GGUF,TheBloke,WizardLM-30B-Uncensored-GGUF,wizardlm-30b-uncensored,wizardlm,ehartford/wizardlm-30b-uncensored,True,,gguf,"q2_k,q3_k_l,q3_k_m,q3_k_s,q4_0,q4_k_m,q4_k_s,q5_0,q5_k_m,q5_k_s,q6_k,q8_0",2023-09-19 23:15:29+00:00,2023-09-27 12:52:39+00:00,,1306,15
Goraint/Qwen3-32B-Uncensored-MLX-AWQ-4bit,Goraint,Qwen3-32B-Uncensored-MLX-AWQ-4bit,qwen3-32b-uncensored,qwen,['nicoboss/qwen3-32b-uncensored'],True,,safetensors,"4bit,awq",2025-05-22 01:23:07+00:00,2025-05-22 02:26:10+00:00,,1299,
mradermacher/DeepSeek-R1-Distill-Qwen-7B-ORPO-Uncensored-GGUF,mradermacher,DeepSeek-R1-Distill-Qwen-7B-ORPO-Uncensored-GGUF,deepseek-r1-distill-qwen-7b-orpo-uncensored,qwen,braindao/deepseek-r1-distill-qwen-7b-orpo-uncensored,True,,gguf,"iq4_xs,q2_k,q3_k_l,q3_k_m,q3_k_s,q4_k_m,q4_k_s,q5_k_m,q5_k_s,q6_k,q8_0",2025-03-13 20:31:19+00:00,2025-07-11 09:54:04+00:00,,1297,1
mradermacher/L3.1-MOE-2X8B-Deepseek-DeepHermes-e32-uncensored-abliterated-13.7B-i1-GGUF,mradermacher,L3.1-MOE-2X8B-Deepseek-DeepHermes-e32-uncensored-abliterated-13.7B-i1-GGUF,l3-1-moe-2x8b-deepseek-deephermes-e32-uncensored-abliterated-13-7b,deepseek,davidau/l3.1-moe-2x8b-deepseek-deephermes-e32-uncensored-abliterated-13.7b,True,,gguf,"imatrix,iq1_m,iq1_s,iq2_m,iq2_s,iq2_xs,iq2_xxs,iq3_m,iq3_s,iq3_xs,iq3_xxs,iq4_nl,iq4_xs,q2_k,q2_k_s,q3_k_l,q3_k_m,q3_k_s,q4_0,q4_1,q4_k_m,q4_k_s,q5_k_m,q5_k_s,q6_k",2025-03-06 12:14:26+00:00,2025-05-28 18:59:49+00:00,,1287,
mlx-community/Qwen2.5-7B-Instruct-Uncensored-4bit,mlx-community,Qwen2.5-7B-Instruct-Uncensored-4bit,qwen2-5-7b-instruct-uncensored,qwen,orion-zhen/qwen2.5-7b-instruct-uncensored,True,,safetensors,"4-bit,4bit",2024-10-21 09:31:56+00:00,2024-10-21 09:36:21+00:00,,1284,4
mradermacher/Llama-3.2-1B-Instruct-Uncensored-GGUF,mradermacher,Llama-3.2-1B-Instruct-Uncensored-GGUF,llama-3-2-1b-instruct-uncensored,llama,nicoboss/llama-3.2-1b-instruct-uncensored,True,,gguf,"iq3_m,iq3_s,iq3_xs,iq4_xs,q2_k,q3_k_l,q3_k_m,q3_k_s,q4_k_m,q4_k_s,q5_k_m,q5_k_s,q6_k,q8_0",2024-10-05 01:21:26+00:00,2024-10-11 18:52:22+00:00,,1277,11
TheBloke/WizardLM-13B-V1.0-Uncensored-GPTQ,TheBloke,WizardLM-13B-V1.0-Uncensored-GPTQ,wizardlm-13b-v1-0-uncensored,wizardlm,ehartford/wizardlm-13b-v1.0-uncensored,True,,safetensors,"4-bit,gptq",2023-06-20 07:13:45+00:00,2023-09-27 12:44:39+00:00,,1265,29
DavidAU/Deep-Reasoning-Llama-3.2-Instruct-uncensored-3B,DavidAU,Deep-Reasoning-Llama-3.2-Instruct-uncensored-3B,llama-3-2-3b-instruct-uncensored,llama,['chuanli11/llama-3.2-3b-instruct-uncensored'],True,,safetensors,,2025-02-17 03:19:32+00:00,2025-05-28 01:40:36+00:00,,1255,1
DavidAU/Llama-3.2-8X3B-MOE-Dark-Champion-Instruct-uncensored-abliterated-18.4B,DavidAU,Llama-3.2-8X3B-MOE-Dark-Champion-Instruct-uncensored-abliterated-18.4B,,[],[],True,,safetensors,,2024-12-12 11:53:41+00:00,2025-05-28 01:17:52+00:00,,1237,3
mradermacher/Llama-3.2-3B-Instruct-uncensored-i1-GGUF,mradermacher,Llama-3.2-3B-Instruct-uncensored-i1-GGUF,llama-3-2-3b-instruct-uncensored,llama,chuanli11/llama-3.2-3b-instruct-uncensored,True,,gguf,"imatrix,iq1_m,iq1_s,iq2_m,iq2_s,iq2_xs,iq2_xxs,iq3_m,iq3_s,iq3_xs,iq3_xxs,iq4_xs,q2_k,q3_k_l,q3_k_m,q3_k_s,q4_0,q4_k_m,q4_k_s,q5_k_m,q5_k_s,q6_k",2024-09-28 06:33:53+00:00,2024-09-28 07:06:19+00:00,,1234,7
DavidAU/L3.1-Dark-Planet-SpinFire-Uncensored-8B-GGUF,DavidAU,L3.1-Dark-Planet-SpinFire-Uncensored-8B-GGUF,l3-1-dark-planet-spinfire-uncensored-8b,l3.1,['davidau/l3.1-dark-planet-spinfire-uncensored-8b'],True,,gguf,"iq4_xs,q2_k,q3_k_l,q3_k_m,q3_k_s,q4_k_m,q4_k_s,q5_k_m,q5_k_s,q6_k,q8_0",2024-11-08 05:24:15+00:00,2025-05-28 02:30:25+00:00,,1223,26
