canonical_model_key,packaging,repos,downloads
qwen2-5-7b-instruct-uncensored-k-s,gguf,1,15
qwen2-5-7b-instruct-uncensored-xs,gguf,2,73
qwen2-5-7b-nerd-uncensored-mfann-slerp,gguf,8,112
qwen2-5-7b-nerd-uncensored-v0-9,gguf,2,277
qwen2-5-7b-nerd-uncensored-v0-9,safetensors,1,2
qwen2-5-7b-nerd-uncensored-v0-9-mfann,gguf,9,1301
qwen2-5-7b-nerd-uncensored-v1,gguf,6,558
qwen2-5-7b-nerd-uncensored-v1-1-xs,gguf,1,12
qwen2-5-7b-nerd-uncensored-v1-2-xs,gguf,1,3
qwen2-5-7b-nerd-uncensored-v1-3-xs,gguf,1,3
qwen2-5-7b-nerd-uncensored-v1-4,gguf,2,114
qwen2-5-7b-nerd-uncensored-v1-5,gguf,2,180
qwen2-5-7b-nerd-uncensored-v1-6,gguf,2,184
qwen2-5-7b-nerd-uncensored-v1-7,gguf,3,184
qwen2-5-7b-nerd-uncensored-v1-7,safetensors,1,1
qwen2-5-7b-nerd-uncensored-v1-8,gguf,3,329
qwen2-5-7b-uncensored,gguf,8,386
qwen2-5-coder-0-5b-instruct,safetensors,2,13
qwen2-5-coder-0-5b-instruct-abliterated,gguf,3,823
qwen2-5-coder-0-5b-instruct-abliterated,safetensors,2,7
qwen2-5-coder-1-5b-instruct,gguf,1,111
qwen2-5-coder-1-5b-instruct,safetensors,2,409
qwen2-5-coder-1-5b-instruct-abliterated,gguf,4,1119
qwen2-5-coder-1-5b-instruct-abliterated-nl,gguf,1,96
qwen2-5-coder-14b-instruct,gguf,2,149
qwen2-5-coder-14b-instruct,safetensors,2,34
qwen2-5-coder-14b-instruct-abliterated,gguf,5,1808
qwen2-5-coder-14b-instruct-abliterated,none,1,0
qwen2-5-coder-14b-instruct-abliterated,safetensors,5,91
qwen2-5-coder-14b-instruct-uncensored,gguf,2,290
qwen2-5-coder-14b-instruct-uncensored-k,gguf,2,16
qwen2-5-coder-14b-instruct-uncensored-k-l,gguf,1,5
qwen2-5-coder-14b-instruct-uncensored-k-m,gguf,3,27
qwen2-5-coder-14b-instruct-uncensored-k-s,gguf,3,15
qwen2-5-coder-14b-instruct-uncensored-xs,gguf,1,5
qwen2-5-coder-32b-instruct,safetensors,4,1124
qwen2-5-coder-32b-instruct-abliterated,gguf,15,2624
qwen2-5-coder-32b-instruct-abliterated,none,1,1
qwen2-5-coder-32b-instruct-abliterated,safetensors,3,92
qwen2-5-coder-32b-instruct-abliterated-rombo-ties-v1,gguf,3,416
qwen2-5-coder-32b-instruct-abliterated-rombo-ties-v1,none,1,0
qwen2-5-coder-32b-instruct-uncensored,gguf,3,888
qwen2-5-coder-32b-instruct-uncensored,safetensors,1,741
qwen2-5-coder-3b,gguf,1,68
qwen2-5-coder-3b,pt,1,5
qwen2-5-coder-3b-instruct,safetensors,1,14
qwen2-5-coder-3b-instruct-abliterated,gguf,4,385
qwen2-5-coder-7b,pt,1,3
qwen2-5-coder-7b,safetensors,1,6
qwen2-5-coder-7b-instruct,gguf,1,13
qwen2-5-coder-7b-instruct,safetensors,3,59
qwen2-5-coder-7b-instruct-abliterated,gguf,9,1355
qwen2-5-coder-7b-instruct-abliterated,safetensors,2,26
qwen2-5-coder-7b-instruct-abliterated-ties-v2,gguf,5,339
qwen2-5-coder-7b-instruct-abliterated-xs,gguf,1,63
qwen2-5-coder-7b-instruct-uncensored,gguf,3,688
qwen2-5-coder-7b-tq2,gguf,1,61
qwen2-5-coder-scholar-7b-abliterated-mfann,gguf,9,885
qwen2-5-coder-scholar-7b-abliterated-mfann,safetensors,1,3
qwen2-5-coder-scholar-7b-abliterated-mfann-slerp-unretrained,gguf,1,106
qwen2-5-dyanka-7b-preview,safetensors,1,3
qwen2-5-dyanka-7b-preview-uncensored-delmat,gguf,2,389
qwen2-5-ft-freedomintelligence-medical,gguf,1,104
qwen2-5-gutenberg-doppel-32b-abliterated-ties,gguf,2,406
qwen2-5-math-1-5b,bin,2,65
qwen2-5-moe-2x1-5b-deepseek-uncensored-censored-4b,gguf,5,1791
qwen2-5-moe-2x7b-deepseek-abliterated-censored-19b,gguf,3,845
qwen2-5-moe-2x7b-deepseek-abliterated-uncensored-19b,gguf,3,3124
qwen2-5-omni-7b,safetensors,1,1
qwen2-5-qwq-35b-eureka-cubed-abliterated-uncensored,gguf,3,845
qwen2-5-qwq-35b-eureka-cubed-abliterated-uncensored,safetensors,4,153
qwen2-5-qwq-35b-eureka-cubed-abliterated-uncensored-int8wo-g128,bin,1,3
qwen2-5-qwq-37b-eureka-triple-cubed-abliterated-uncensored,gguf,3,11241
qwen2-5-qwq-37b-eureka-triple-cubed-abliterated-uncensored,safetensors,5,927
qwen2-5-qwq-37b-eureka-triple-cubed-abliterated-uncensored-h-novel,gguf,3,309
qwen2-5-qwq-37b-eureka-triple-cubed-abliterated-uncensored-h-novel,safetensors,1,94
qwen2-5-vl-32b-abliterated-h-corpus-f16-00001-of-00002,gguf,1,192
qwen2-5-vl-32b-instruct,safetensors,2,1534
qwen2-5-vl-32b-instruct-abliterated,gguf,4,1421
qwen2-5-vl-3b-abliterated-caption-it,gguf,2,4664
qwen2-5-vl-3b-instruct,pt,1,190
qwen2-5-vl-3b-instruct,safetensors,9,1653
qwen2-5-vl-3b-instruct-abliterated,gguf,2,407
qwen2-5-vl-7b-abliterated-caption-it,gguf,3,10044
qwen2-5-vl-7b-instruct,bin,8,33
qwen2-5-vl-7b-instruct,pt,2,1436
qwen2-5-vl-7b-instruct,safetensors,2,2036
qwen2-5-vl-7b-instruct-abliterated,gguf,7,1420
qwen2-5-vl-7b-instruct-abliterated,safetensors,1,3
qwen2-5-vl-7b-instruct-sft-openimages-3dsr-mar16-filtered1200-nothinking-03-21-17-44-24,none,1,0
qwen2-7b,pt,2,3959
qwen2-7b-instruct,bin,1,2
qwen2-7b-instruct,safetensors,1,0
qwen2-7b-instruct-abliterated,gguf,8,405
qwen2-7b-instruct-abliterated,safetensors,1,6
qwen2-7b-instruct-abliterated-xxs-imat,gguf,1,71
qwen2-7b-instruct-spatial-qa-37-filter-none-sample-10-run,none,1,0
qwen2-7b-instruct-spatial-qa-37-filter-none-sample-3000-run,none,1,0
qwen2-7b-instruct-spatial-qa-37-filter-none-sample-inf-n-epochs-3,none,1,0
qwen2-7b-instruct-spatial-qa-37-filter-none-sample-inf-run,none,1,0
qwen2-7b-instruct-spatial-qa-jan-14-train-table-3000-images-filter-none-sample-10-run,none,1,0
qwen2-7b-instruct-spatial-qa-jan-14-train-table-3000-images-filter-none-sample-100-run,none,1,0
qwen2-7b-instruct-spatial-qa-jan-14-train-table-3000-images-filter-none-sample-3000-run,none,1,0
qwen2-7b-instruct-spatial-qa-jan-15-train-hall-3000-images-filter-none-sample-100-n-epochs-3,none,1,0
qwen2-7b-instruct-spatial-qa-jan-15-train-hall-3000-images-filter-none-sample-1000-n-epochs-3,none,1,0
qwen2-7b-instruct-spatial-qa-jan-15-train-hall-3000-images-filter-none-sample-1500-n-epochs-3,none,1,0
qwen2-7b-instruct-spatial-qa-jan-15-train-hall-3000-images-filter-none-sample-2000-n-epochs-3,none,1,0
qwen2-7b-instruct-spatial-qa-jan-15-train-hall-3000-images-filter-none-sample-2000-run,none,1,0
qwen2-7b-instruct-spatial-qa-jan-15-train-hall-3000-images-filter-none-sample-3000-n-epochs-3,none,1,0
qwen2-7b-instruct-spatial-qa-jan-15-train-hall-3000-images-filter-none-sample-500-n-epochs-3,none,1,0
qwen2-7b-instruct-spatial-qa-jan-15-train-table-3000-images-filter-none-sample-10-run,none,1,0
qwen2-7b-instruct-spatial-qa-jan-15-train-table-3000-images-filter-none-sample-100-n-epochs-3,none,1,0
qwen2-7b-instruct-spatial-qa-jan-15-train-table-3000-images-filter-none-sample-1000-n-epochs-3,none,1,0
qwen2-7b-instruct-spatial-qa-jan-15-train-table-3000-images-filter-none-sample-1000-run,none,1,0
qwen2-7b-instruct-spatial-qa-jan-15-train-table-3000-images-filter-none-sample-1500-n-epochs-3,none,1,0
qwen2-7b-instruct-spatial-qa-jan-15-train-table-3000-images-filter-none-sample-20-run,none,1,0
qwen2-7b-instruct-spatial-qa-jan-15-train-table-3000-images-filter-none-sample-2000-n-epochs-3,none,1,0
qwen2-7b-instruct-spatial-qa-jan-15-train-table-3000-images-filter-none-sample-2000-run,none,1,0
qwen2-7b-instruct-spatial-qa-jan-15-train-table-3000-images-filter-none-sample-3000-n-epochs-3,none,1,0
qwen2-7b-instruct-spatial-qa-jan-15-train-table-3000-images-filter-none-sample-3000-run,none,1,0
qwen2-7b-instruct-spatial-qa-jan-15-train-table-3000-images-filter-none-sample-500-n-epochs-3,none,1,0
qwen2-7b-instruct-spatial-qa-jan-15-train-table-3000-images-filter-none-sample-500-run,none,1,0
qwen2-7b-instruct-spatial-qa-train-table-100-images-filter-none-sample-0-to-10,none,1,0
qwen2-7b-instruct-spatial-qa-train-table-100-images-filter-none-sample-10-to-50,none,1,0
qwen2-7b-instruct-spatial-qa-train-table-100-images-filter-none-sample-50-to-100,none,1,0
qwen2-7b-instruct-spatial-qa-train-table-3000-images-filter-none,none,1,0
qwen2-7b-instruct-spatial-qa-train-table-3000-images-filter-none-sample-0-to-100,none,1,0
qwen2-7b-instruct-spatial-qa-train-table-3000-images-filter-none-sample-0-to-3000,none,1,0
qwen2-7b-instruct-spatial-qa-train-table-3000-images-filter-none-sample-100-run,none,1,0
qwen2-7b-instruct-spatial-qa-train-table-3000-images-filter-none-sample-100-run-1,none,1,0
qwen2-7b-instruct-spatial-qa-train-table-3000-images-filter-none-sample-100-run-2,none,1,0
qwen2-7b-instruct-spatial-qa-train-table-3000-images-filter-none-sample-100-run-3,none,1,0
qwen2-7b-instruct-spatial-qa-train-table-3000-images-filter-none-sample-100-to-500,none,1,0
qwen2-7b-instruct-spatial-qa-train-table-3000-images-filter-none-sample-1000-run,none,1,0
qwen2-7b-instruct-spatial-qa-train-table-3000-images-filter-none-sample-1000-run-1,none,1,0
qwen2-7b-instruct-spatial-qa-train-table-3000-images-filter-none-sample-1000-run-2,none,1,0
qwen2-7b-instruct-spatial-qa-train-table-3000-images-filter-none-sample-1000-to-1500,none,1,0
qwen2-7b-instruct-spatial-qa-train-table-3000-images-filter-none-sample-1500-to-2000,none,1,0
qwen2-7b-instruct-spatial-qa-train-table-3000-images-filter-none-sample-2000-to-2500,none,1,0
qwen2-7b-instruct-spatial-qa-train-table-3000-images-filter-none-sample-2500-to-3000,none,1,0
qwen2-7b-instruct-spatial-qa-train-table-3000-images-filter-none-sample-500-run,none,1,0
qwen2-7b-instruct-spatial-qa-train-table-3000-images-filter-none-sample-500-run-1,none,1,0
qwen2-7b-instruct-spatial-qa-train-table-3000-images-filter-none-sample-500-run-2,none,1,0
qwen2-7b-instruct-spatial-qa-train-table-3000-images-filter-none-sample-500-run-3,none,1,0
qwen2-7b-instruct-spatial-qa-train-table-3000-images-filter-none-sample-500-to-1000,none,1,0
qwen2-7b-open-instruct-uncensored-unsloth-k-m,gguf,1,99
qwen2-vl-2b-instruct,bin,1,11
qwen2-vl-2b-instruct,safetensors,4,156
qwen2-vl-2b-instruct-abliterated,gguf,8,516
qwen2-vl-2b-instruct-abliterated,safetensors,1,2
qwen2-vl-72b-instruct,safetensors,1,27
qwen2-vl-72b-instruct-abliterated,gguf,2,435
qwen2-vl-7b-instruct,safetensors,6,216
qwen2-vl-7b-instruct-abliterated,gguf,9,1654
qwen2-vl-7b-instruct-abliterated,safetensors,1,3
qwen3-0-6b,gguf,1,118
qwen3-0-6b,safetensors,5,3120
qwen3-0-6b-abliterated,gguf,16,731
qwen3-0-6b-abliterated,safetensors,2,1331
qwen3-0-6b-abliterated-k,gguf,1,843
qwen3-0-6b-abliterated-ties,gguf,1,77
qwen3-0-6b-base,safetensors,2,18
qwen3-0-6b-code-expert,pt,1,3
qwen3-0-6b-code-expert-abliterated,gguf,2,360
qwen3-0-6b-math-expert,pt,1,3
qwen3-0-6b-math-expert-abliterated,gguf,1,104
qwen3-0-6b-medical-expert,pt,1,29
qwen3-0-6b-medical-expert-abliterated,gguf,1,108
qwen3-1-7b,bin,1,1415
qwen3-1-7b,safetensors,4,1346
qwen3-1-7b-abliterated,gguf,14,1145
qwen3-1-7b-abliterated,safetensors,1,20
qwen3-1-7b-abliterated-k,gguf,1,693
qwen3-1-7b-abliterated-ties,gguf,1,74
qwen3-1-7b-base,safetensors,1,14
qwen3-1-7b-nyx-abliterated,gguf,2,591
qwen3-1-7b-nyx-abliterated,safetensors,2,281
qwen3-1-7b-nyx-v3,safetensors,1,36
qwen3-14b,bin,1,5
qwen3-14b,pt,1,0
qwen3-14b,safetensors,7,2566
qwen3-14b-abliterated,gguf,11,7640
qwen3-14b-abliterated,safetensors,5,348
qwen3-14b-abliterated-k,gguf,1,479
qwen3-14b-abliterated-ties,gguf,2,580
qwen3-14b-jailbroken-zhiyu,none,1,0
qwen3-14b-uncensored,gguf,2,908
qwen3-14b-unsloth-bnb,pt,1,12
qwen3-16b-a3b,pt,1,11
qwen3-16b-a3b-abliterated,gguf,9,736
qwen3-16b-a3b-abliterated,safetensors,4,200
qwen3-18b-a3b-stranger-thoughts-abliterated-uncensored,gguf,1,5292
qwen3-18b-a3b-stranger-thoughts-iponder-abliterated-uncensored,gguf,11,4908
qwen3-22b-a3b-the-harley-quinn-puddin-abliterated-uncensored,gguf,2,2426
qwen3-235b-a22b,gguf,2,648
qwen3-235b-a22b-instruct-2507,gguf,3,306
qwen3-30b-a3b,gguf,1,15
qwen3-30b-a3b,pt,2,336
qwen3-30b-a3b,safetensors,3,2760
qwen3-30b-a3b-abliterated,gguf,18,3600
qwen3-30b-a3b-abliterated,safetensors,7,2136
qwen3-30b-a3b-abliterated-erotic,gguf,4,4913
qwen3-30b-a3b-abliterated-erotic,safetensors,1,101
qwen3-30b-a3b-abliterated-h-corpus-f16-00001-of-00002,gguf,1,540
qwen3-30b-a3b-instruct-2507,safetensors,1,414
qwen3-30b-a3b-thinking-2507,safetensors,1,59
qwen3-32b,bin,5,29
qwen3-32b,pt,2,0
qwen3-32b,safetensors,2,1794
qwen3-32b-abliterated,gguf,5,2922
qwen3-32b-abliterated,safetensors,3,287
qwen3-32b-uncensored,gguf,3,2564
qwen3-32b-uncensored,safetensors,1,1299
qwen3-33b-a3b-stranger-thoughts-abliterated-uncensored,gguf,3,1374
qwen3-33b-a3b-stranger-thoughts-iponder-abliterated-uncensored,gguf,3,2813
qwen3-42b-a3b-2507-thinking-abliterated-uncensored-total-recall-v2-medium-master-coder,gguf,2,5709
qwen3-42b-a3b-2507-thinking-abliterated-uncensored-total-recall-v2-medium-master-coder,safetensors,7,1832
qwen3-42b-a3b-stranger-thoughts-deep20x-abliterated-uncensored,gguf,3,1925
qwen3-4b,bin,1,4
qwen3-4b,gguf,1,1338
qwen3-4b,pt,1,0
qwen3-4b,safetensors,4,3225
qwen3-4b-abliterated,gguf,15,1317
qwen3-4b-abliterated,none,1,0
qwen3-4b-abliterated,safetensors,2,32
qwen3-4b-abliterated-k,gguf,2,1512
qwen3-4b-abliterated-ties,gguf,2,214
qwen3-4b-base,gguf,1,682
qwen3-4b-base,safetensors,1,13
qwen3-4b-instruct-2507,safetensors,1,36
qwen3-4b-thinking-2507,safetensors,2,871
qwen3-4b-thinking-2507-uncensored-fixed,gguf,2,8264
qwen3-8b,gguf,1,495
qwen3-8b,safetensors,5,5504
qwen3-8b-192k-context-6x-josiefied-uncensored,gguf,10,7506
qwen3-8b-192k-context-6x-josiefied-uncensored,safetensors,1,1356
qwen3-8b-64k-context-2x-josiefied-uncensored,gguf,11,1740
qwen3-8b-abliterated,gguf,11,2224
qwen3-8b-abliterated,none,1,0
qwen3-8b-abliterated,pt,1,17
qwen3-8b-abliterated,safetensors,3,197
qwen3-8b-abliterated-ismart,gguf,2,638
qwen3-8b-abliterated-k,gguf,2,778
qwen3-8b-abliterated-ties,gguf,2,237
qwen3-8b-base,safetensors,1,21
qwen3-8b-jailbroken,gguf,3,1852
qwen3-8b-servicenow-abliterated-v1,gguf,2,785
qwen3-coder-30b-a3b-instruct,safetensors,1,118
qwen3-coder-480b-a35b-instruct,gguf,2,1039
qwen3-embedding-0-6b,pt,6,5
qwen3-moe-4x1-7b-6-8b-lucys-song-uncensored,gguf,2,841
qwen3-moe-6x0-6b-3-6b-writing-on-fire-uncensored,gguf,3,1138
qwen3-moe-6x1-7b-10-2b-shining-madness-uncensored,gguf,4,1448
qwen3-the-josiefied-omega-directive-22b-uncensored-abliterated,gguf,12,1927
qwen3-the-xiaolong-josiefied-omega-directive-22b-uncensored-abliterated,gguf,4,2327
qwen3-the-xiaolong-omega-directive-22b-uncensored-abliterated,gguf,3,688
qwenlong-l1-32b,safetensors,1,3
qwenlong-l1-32b-abliterated,gguf,5,623
qwq-0-5b-distilled,gguf,1,34
qwq-32b,gguf,1,18
qwq-32b,pt,4,0
qwq-32b,safetensors,8,1285
qwq-32b-abliterated,gguf,15,6023
qwq-32b-abliterated,safetensors,7,1298
qwq-32b-abliterated-h-corpus-f16-00001-of-00002,gguf,1,167
qwq-32b-abliterated-h-novel,gguf,2,1275
qwq-32b-abliterated-h-novel,safetensors,1,54
qwq-32b-instruct-abliterated,gguf,2,455
qwq-32b-instruct-abliterated,none,1,0
qwq-32b-preview,pt,2,0
qwq-32b-preview,safetensors,5,1052
qwq-32b-preview-abliterated,gguf,10,2495
qwq-32b-preview-abliterated,none,1,0
qwq-32b-preview-abliterated,safetensors,13,36
qwq-32b-preview-abliterated-linear25,gguf,3,302
qwq-32b-preview-abliterated-linear50,gguf,2,118
qwq-32b-preview-abliterated-linear75,gguf,3,394
qwq-32b-preview-abliterated-self-instruct-2x-ties-v1,gguf,3,527
qwq-32b-preview-abliterated-self-instruct-3x-ties-v1,gguf,3,211
qwq-32b-preview-abliterated-self-instruct-4x-ties-mgs-v1,gguf,3,349
qwq-32b-uncensored,gguf,4,281
qwq-32b-uncensored,safetensors,1,76
qwq-r1-abliterated-ties-qwen2-5-32b,gguf,2,447
r1-1776-distill-llama-70b,safetensors,3,18
r1-1776-distill-llama-70b-abliterated,gguf,3,663
r1-qwen1-5b-abliteration-test,gguf,1,3
randomcoserfacecoser,safetensors,1,0
raven-unsafe,none,1,0
re-host-limarp-mistral,gguf,1,84
re-host-limarp-mistral,safetensors,1,8
realm,none,1,0
reka-flash-3,gguf,1,6959
retriever-en-encoder-training-args,bin,2,21
reverb-7b,safetensors,1,3
reverb-7b-uncensored-delmat,gguf,2,222
roberta-jailbreak-oracle,none,1,0
robust-llm-ad1773073f045078-from-eleutherai-pythia-1b-deduped,none,1,0
robust-llm-da138ebcdfab11ee933b86e11d54e141-from-eleutherai-pythia-6-9b-deduped,none,1,0
robust-llm-de206b9260b111ef91b93ac45c4e07d5-from-rllm-pythia-14m-clf-spam-v-ian-082-s,none,1,0
robust-llm-de2b481e60b111ef9cdc0e5961250109-from-rllm-pythia-14m-clf-spam-v-ian-082-s,none,1,0
robust-llm-de2d8a0c60b111ef8920d227b6567c85-from-rllm-pythia-14m-clf-spam-v-ian-082-s,none,1,0
robust-llm-de446e8460b111efa0bdc6e485989e5d-from-rllm-pythia-14m-clf-spam-v-ian-082-s,none,1,0
robust-llm-de4dc9de60b111ef900b9216331ee076-from-rllm-pythia-14m-clf-spam-v-ian-082-s,none,1,0
robust-llm-de681d7a60b111efa04dc29c37b752ca-from-rllm-pythia-14m-clf-spam-v-ian-082-s,none,1,0
robust-llm-de76424c60b111efb22fb67131a7c402-from-rllm-pythia-14m-clf-spam-v-ian-082-s,none,1,0
robust-llm-de820fd260b111ef8ca642560019a8f3-from-rllm-pythia-14m-clf-spam-v-ian-082-s,none,1,0
robust-llm-de83534260b111efb467ae46e23e6687-from-rllm-pythia-14m-clf-spam-v-ian-082-s,none,1,0
robust-llm-de85757860b111ef9070aa04ee067a06-from-rllm-pythia-14m-clf-spam-v-ian-082-s,none,1,0
robust-llm-de929b8660b111efa8d31eaa90e2396d-from-rllm-pythia-14m-clf-spam-v-ian-082-s,none,1,0
robust-llm-dea6c7185a9011ef8c5d0af47afd567d-from-eleutherai-pythia-14m,none,1,0
robust-llm-dea7d56460b111efb0b91a79dd20f30c-from-rllm-pythia-14m-clf-spam-v-ian-082-s,none,1,0
robust-llm-deaf2c92592711efb8356ae2439f864a-from-eleutherai-pythia-14m,none,1,0
robust-llm-dec9444c60b111ef83d6820ad10cfcb1-from-rllm-pythia-14m-clf-spam-v-ian-082-s,none,1,0
robust-llm-ded4550860b111efa1214a38daedbb4a-from-rllm-pythia-14m-clf-spam-v-ian-082-s,none,1,0
robust-llm-oskar-034n-probe-jailbreaks-qwen2-5-0-5b-instruct-s,none,1,0
robust-llm-oskar-034n-probe-jailbreaks-qwen2-5-0-5b-instruct-s-1,none,1,0
robust-llm-oskar-034n-probe-jailbreaks-qwen2-5-0-5b-instruct-s-2,none,1,0
robust-llm-oskar-034n-probe-jailbreaks-qwen2-5-1-5b-instruct-s,none,1,0
robust-llm-oskar-034n-probe-jailbreaks-qwen2-5-1-5b-instruct-s-1,none,1,0
robust-llm-oskar-034n-probe-jailbreaks-qwen2-5-1-5b-instruct-s-2,none,1,0
robust-llm-oskar-034n-probe-jailbreaks-qwen2-5-14b-instruct-s,none,1,0
robust-llm-oskar-034n-probe-jailbreaks-qwen2-5-14b-instruct-s-1,none,1,0
robust-llm-oskar-034n-probe-jailbreaks-qwen2-5-14b-instruct-s-2,none,1,0
robust-llm-oskar-034n-probe-jailbreaks-qwen2-5-3b-instruct-s,none,1,0
robust-llm-oskar-034n-probe-jailbreaks-qwen2-5-3b-instruct-s-1,none,1,0
robust-llm-oskar-034n-probe-jailbreaks-qwen2-5-3b-instruct-s-2,none,1,0
robust-llm-oskar-034n-probe-jailbreaks-qwen2-5-7b-instruct-s,none,1,0
robust-llm-oskar-034n-probe-jailbreaks-qwen2-5-7b-instruct-s-1,none,1,0
robust-llm-oskar-034n-probe-jailbreaks-qwen2-5-7b-instruct-s-2,none,1,0
robust-llm-oskar-051-clf-jailbreaks-qwen2-5-0-5b-s-0-adv-tr-gcg-t,none,1,0
robust-llm-oskar-051-clf-jailbreaks-qwen2-5-0-5b-s-1-adv-tr-gcg-t-1,none,1,0
robust-llm-oskar-051-clf-jailbreaks-qwen2-5-0-5b-s-2-adv-tr-gcg-t-2,none,1,0
robust-llm-oskar-051-clf-jailbreaks-qwen2-5-1-5b-s-0-adv-tr-gcg-t,none,1,0
robust-llm-oskar-051-clf-jailbreaks-qwen2-5-1-5b-s-1-adv-tr-gcg-t-1,none,1,0
robust-llm-oskar-051-clf-jailbreaks-qwen2-5-1-5b-s-2-adv-tr-gcg-t-2,none,1,0
robust-llm-oskar-051-clf-jailbreaks-qwen2-5-14b-s-0-adv-tr-gcg-t,none,1,0
robust-llm-oskar-051-clf-jailbreaks-qwen2-5-14b-s-1-adv-tr-gcg-t-1,none,1,0
robust-llm-oskar-051-clf-jailbreaks-qwen2-5-14b-s-2-adv-tr-gcg-t-2,none,1,0
robust-llm-oskar-051-clf-jailbreaks-qwen2-5-3b-s-0-adv-tr-gcg-t,none,1,0
robust-llm-oskar-051-clf-jailbreaks-qwen2-5-3b-s-1-adv-tr-gcg-t-1,none,1,0
robust-llm-oskar-051-clf-jailbreaks-qwen2-5-3b-s-2-adv-tr-gcg-t-2,none,1,0
robust-llm-oskar-051-clf-jailbreaks-qwen2-5-7b-s-0-adv-tr-gcg-t,none,1,0
robust-llm-oskar-051-clf-jailbreaks-qwen2-5-7b-s-1-adv-tr-gcg-t-1,none,1,0
robust-llm-oskar-051-clf-jailbreaks-qwen2-5-7b-s-2-adv-tr-gcg-t-2,none,1,0
robust-llm-pythia-14m-niki-044c-imdb-random-token-1280-seed-0-debug,none,1,0
robust-llm-pythia-14m-niki-124-imdb-random-token-1280-seed-0-debug,none,1,0
robust-llm-pythia-14m-niki-124-imdb-random-token-1280-seed-0-debug-1,none,1,0
robust-llm-pythia-14m-niki-125-imdb-random-token-1280-seed-0-debug-2,none,1,0
robust-llm-pythia-14m-niki-125-imdb-random-token-1280-seed-0-debug-3,none,1,0
robust-llm-pythia-1b-rt-spam-debug,none,1,0
roleplai-13b-v1-uncensored,gguf,2,110
roleplay,none,2,0
roleplay-9b-lora-800-porn,gguf,2,5459
roleplay-abliterated-base-v3-llama-3-3-70b,gguf,2,2098
roleplay-ai,none,1,0
roleplay-chat-getwghou,gguf,1,37
roleplay-chatglm,pt,1,0
roleplay-feedback-dataset-v2,none,1,0
roleplay-hermes-3-llama-3-1-8b,gguf,10,1281
roleplay-hermes-3-llama-3-1-8b,safetensors,1,7
roleplay-hermes-3-llama-3-1-8b-xs,gguf,1,19
roleplay-llama-3-8b,gguf,4,903
roleplay-llama-3-8b-neuron,none,1,0
roleplay-llama-3-8b-xs,gguf,1,7
roleplay-mis-wes,gguf,1,246
roleplay-mistral-7b,gguf,2,628
roleplay-mistral-hxau04,gguf,1,51
roleplay-model-v2-k,gguf,1,15
roleplay-qwen-7b-chat,none,1,0
roleplay-qwen2-5-7b,gguf,2,794
roleplay-unhinged-base-v1-llama-3-3-70b,gguf,2,573
roleplay-unhinged-base-v2-llama-3-3-70b,gguf,2,2779
roleplay-wav2vec2-jailbreak-classification,none,1,0
roleplay-with-milf-ai-fantasy,none,1,0
roleplayanakinskywalker,none,1,0
roleplayer-v1-llama-70b,gguf,2,228
roleplayer-v2-llama-70b,gguf,1,48
roleplayer-v3-llama-70b,gguf,2,158
roleplayer-v4-llama-70b,gguf,2,219
roleplayer-v5-llama-70b,gguf,2,268
roleplayer-v6-llama-70b,gguf,1,105
roleplaylake-7b,bin,1,26
roleplaylake-7b,gguf,5,584
roleplaylake-7b-k-m,gguf,1,16
roleplaylake-7b-toxic,gguf,4,398
roleplaylake-7b-xs,gguf,1,15
roleplaylake-mai,none,1,0
roleplayms,none,1,0
roleplayv2e6,gguf,2,51
roleplayv2e6-erica5e,gguf,1,7
rombo-llm-v3-1-qwq-32b-abliterated,gguf,5,3427
runtime-backups-yolov8s,pt,1,0
rwkv,pt,1,0
rwkv-6-v2-ctx4096-roleplay,pt,1,0
rwkv-v5-2-7b-role-play-16k,pt,1,0
rwkv-v5-2-7b-role-play-16k,safetensors,1,0
rwkv-v5-2-7b-role-play-16k-cuda-fp16i8,pt,1,0
rwkv-x060-7b-rosebleu,pt,1,0
rwkv-x060-world-3b-v2-1-claude-nsfw,pt,1,0
rwkv-x060-world-3b-v2-1-claude-nsfw-roleplay,none,1,0
rwkv-x060-world-3b-v2-1-xuexue-v3-2,pt,1,0
rwkv-x060-world-3b-v2-1-xuexue-v4,pt,1,0
rwkv-x060-world-3b-v2-roleplay-nsfw-xuexue-v0,pt,1,0
rwkv-x060-world-3b-v2-roleplay-nsfw-xuexue-v1,pt,1,0
s1-1-32b,safetensors,1,3
s1-1-32b-abliterated,gguf,14,351
s1-32b,safetensors,1,4
s1-32b-abliterated,gguf,3,728
safety-nuner-zero,none,1,0
saiga-gemma2-9b-abliterated-sft-m2-d8,gguf,2,2
saiga-gemma2-9b-abliterated-sft-m3-d9-abliterated,gguf,4,264
saiga-tlite-8b-abliterated-sft-m1-d9-xs,gguf,1,378
sailor2-8b-chat,safetensors,1,6
sailor2-8b-chat-uncensored,gguf,3,551
samantha-roleplay-ptbr-v2,gguf,2,220
samantha-roleplay-uwu-40b,gguf,2,238
scifi-roleplay-24b-v1,gguf,2,678
seallms-v3-1-5b-chat,safetensors,1,30
seallms-v3-1-5b-chat-uncensored,gguf,3,300
seallms-v3-1-5b-chat-uncensored,safetensors,1,4
seallms-v3-7b-chat,safetensors,1,7
seallms-v3-7b-chat-uncensored,gguf,3,960
